,IP,START_DATE,END_DATE,MOBILE,CONDITION,SYMBOL,INFORMATION,AREA_reside,CITY_reside,AREA_youth_haifa,AREA_work,CITY_reside_1,AREA_reside_haifa,AREA_work_haifa,AREA,AREA_names,TRUST_q1,TRUST_q2,TRUST_q3,TRUST_q4,TRUST_q5,TRUST_q6,TRUST_competence,TRUST_benevolence,TRUST_integrity,TRUST_INDEX,ELABORATION_q1,ELABORATION_q2,ELABORATION_q3,ELABORATION_q4,ELABORATION_q5,ELABORATION_q2.r,ELABORATION_q5.r,ELABORATION_INDEX,MEMORY_correct,MEMORY_incorrect,MEMORY_score,ELABORATION_time,TRUST_timer,ELABORATION_time_log,WASTE_TRUST_q1,WASTE_TRUST_q2,WASTE_TRUST_q3,WASTE_TRUST_q4,WASTE_TRUST_competence,WASTE_TRUST_benevolence,WASTE_TRUST_INDEX,WASTE_ELABORATION_time,WASTE_ELABORATION_time_log,IMC_item,IMC,RELEVANCE,ENVIRONMENT_INTEREST,ENVIRONMENT_FOLLOW,ENVIRONMENT_PREFERENCE,HAIFA_knowledge_q1.1,HAIFA_knowledge_q1.2,HAIFA_knowledge_q1.3,HAIFA_knowledge_q2,HAIFA_knowledge_q3,HAIFA_knowledge_1.1,HAIFA_knowledge_1.2,HAIFA_knowledge_1.3,HAIFA_knowledge_1_score,HAIFA_knowledge_2,HAIFA_knowledge_3,GOV_EVALUATION,GOV_TRUST,IDEOLOGY,AGE,EDUCATION,INCOME,HOME,GENDER,HEBREW,LOGO_memory_item,COLOR_memory_item,SVIVA_LOGO_memory,FAKE_LOGO_memory,SVIVA_COLOR_memory,FAKE_COLOR_memory,SVIVA_LOGO_recognize_test,SVIVA_LOGO_recognize,FAKE_LOGO_recognize,SVIVA_LOGO_affect,FAKE_LOGO_affect,TIMER_total,TIMER_total_filter,REPETITION_trust,REPETITION_elaboration,REPETITION_filter,TRUST_timer_filter
167,,24/05/2017 18:55,24/05/2017 19:02,1,D,2,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,2,5,5,5,5,5,3.5,5,5,4.5,3,5,2,2,2,3,6,3.2,0,0,0,12.979,38.115,2.637556203,4,4,3,4,4,3.5,3.75,12.718,2.618708839,9,1,6,3,4,4,15,15,15,3,2,0,0,0,0,0,2,2,2,5,20,4,1,1,1,1,1,1,1,NA,1,NA,NA,3,NA,5,NA,7,0,0,0,0,0
168,,24/05/2017 19:02,24/05/2017 19:06,0,E,1,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,4,3,6,5,5,4,3.5,5.5,4.5,4.5,4,4,4,4,4,4,4,4,0,0,0,0,20.128,0,5,5,5,5,5,5,5,7.579,2.149317357,9,1,4,5,4,2,14,11,14,3,3,1,0,0,1,0,3,5,5,5,32,8,2,2,0,1,3,1,NA,0,NA,0,NA,NA,3,NA,7,3,0,0,1,0,0
169,,24/05/2017 18:52,24/05/2017 19:07,0,D,2,0,2,QIRYAT HAIM,1,2,QRAYOT,1,1,1,1 Haifa,3,4,5,7,4,5,3.5,6,4.5,4.666666667,7,6,7,7,1,2,7,6,2,1,1,34.957,66.004,3.58232378,7,7,7,7,7,7,7,26.065,3.29824138,9,1,7,5,6,7,15,15,15,3,5,0,0,0,0,0,5,4,4,6,71,5,2,1,0,2,2,1,0,NA,1,NA,NA,1,NA,7,NA,14,0,0,0,0,0
170,,24/05/2017 19:02,24/05/2017 19:07,0,F,0,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,3,3,3,3,3,3,3,3,3,3,5,2,5,4,2,6,6,5.2,2,1,1,27.904,11.045,3.363979994,6,6,6,6,6,6,6,22.8,3.169685581,9,1,4,5,5,6,14,12,14,1,2,1,0,0,1,1,2,2,2,9,56,7,3,1,1,1,0,0,NA,NA,NA,NA,0,4,NA,5,NA,5,0,1,0,0,0
171,,24/05/2017 19:02,24/05/2017 19:08,1,C,0,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,2,3,3,3,2,4,2.5,3,3,2.833333333,2,2,5,5,2,6,6,4.8,3,0,3,23.589,20.964,3.202299188,3,5,7,3,4,5,4.5,25.023,3.258980762,9,1,6,6,5,6,14,14,13,1,3,0,1,1,2,1,3,3,3,8,25,7,2,2,1,1,0,0,NA,NA,NA,NA,1,3,NA,5,NA,5,0,0,0,0,0
172,,24/05/2017 19:02,24/05/2017 19:10,1,A,2,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,2,1,1,2,2,2,1.5,1.5,2,1.666666667,5,6,7,6,1,2,7,5.4,1,1,0,7.919,68.729,2.188183833,5,5,3,5,5,4,4.5,8.328,2.23302063,9,1,3,3,4,5,15,15,15,1,3,0,0,0,0,1,3,3,2,4,30,7,1,2,1,1,3,1,0,NA,1,NA,NA,1,NA,5,NA,8,0,0,0,0,0
173,,24/05/2017 19:03,24/05/2017 19:10,0,B,1,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,4,5,3,3,3,3,4.5,3,3,3.5,6,1,3,6,1,7,7,5.8,3,0,3,13.783,30.158,2.693477872,6,6,3,3,6,3,4.5,17.898,2.939056096,9,1,2,2,2,7,15,12,15,3,2,1,0,0,1,0,2,1,1,6,40,8,5,1,0,1,2,2,NA,1,NA,1,NA,NA,1,NA,5,6,0,0,0,0,0
174,,24/05/2017 19:06,24/05/2017 19:11,1,A,2,1,4,PETACH TIKVA,0,4,PETACH TIKVA,0,0,0,0 Shfela,4,4,6,5,4,4,4,5.5,4,4.5,6,1,4,4,2,7,6,5.4,2,2,0,16.99,25.927,2.889816048,5,4,6,4,4.5,5,4.75,11.896,2.556917186,9,1,1,5,2,6,15,12,15,3,1,1,0,0,1,0,1,4,2,5,40,7,3,1,1,1,1,1,1,NA,1,NA,NA,1,NA,4,NA,5,0,0,0,0,0
175,,24/05/2017 19:11,24/05/2017 19:16,1,C,0,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,4,4,5,4,5,3,4,4.5,4,4.166666667,5,2,3,3,1,6,7,4.8,2,0,2,13.775,31.211,2.692936563,5,6,5,5,5.5,5,5.25,10.929,2.47897241,9,1,6,3,3,5,14,14,13,3,1,0,1,1,2,0,1,5,5,3,34,8,4,2,1,1,0,0,NA,NA,NA,NA,0,2,NA,6,NA,5,0,0,0,0,0
176,,24/05/2017 19:08,24/05/2017 19:17,1,B,1,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,4,3,4,3,4,4,3.5,3.5,4,3.666666667,5,5,5,5,4,3,4,4.4,2,0,2,7.19,36.741,2.102913898,5,4,5,5,4.5,5,4.75,28.297,3.377485122,9,1,5,6,6,7,15,15,14,1,3,0,1,1,2,1,3,3,2,7,68,5,4,1,1,1,3,2,NA,0,NA,1,NA,NA,3,NA,5,8,0,0,0,0,0
177,,24/05/2017 18:58,24/05/2017 19:17,1,E,1,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,5,4,6,4,4,4,4.5,5,4,4.5,6,2,6,6,5,6,3,5.4,1,1,0,47.685,74.29,3.885370974,6,5,7,6,5.5,6.5,6,48.359,3.89912012,9,1,6,5,5,6,15,13,15,3,2,1,0,0,1,0,2,4,4,3,40,7,2,1,1,2,3,2,NA,0,NA,1,NA,NA,3,NA,3,19,0,0,0,0,0
178,,24/05/2017 19:11,24/05/2017 19:20,0,B,1,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,2,1,1,1,1,1,1.5,1,1,1.166666667,7,6,7,7,1,2,7,6,3,0,3,14.84,27.689,2.762538386,5,4,6,4,4.5,5,4.75,30.541,3.451288287,9,1,7,6,6,7,15,11,2,1,3,1,1,1,3,1,3,2,1,10,65,7,NA,1,1,1,1,1,NA,0,NA,0,NA,NA,2,NA,3,8,0,0,0,0,0
179,,24/05/2017 19:12,24/05/2017 19:21,1,F,0,0,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,4,4,4,4,4,5,4,4,4.5,4.166666667,6,1,7,6,1,7,7,6.6,3,1,2,18.041,74.121,2.946594549,4,5,5,6,4.5,5.5,5,28.774,3.393635529,9,1,7,7,7,7,15,15,15,3,3,0,0,0,0,0,3,4,4,4,47,7,5,1,1,1,0,0,NA,NA,NA,NA,1,4,NA,4,NA,9,0,0,0,0,0
180,,24/05/2017 19:12,24/05/2017 19:21,1,E,1,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,2,2,4,5,4,4,2,4.5,4,3.5,4,6,2,3,5,2,3,2.8,0,0,0,3.553,40.438,1.515786356,4,4,4,4,4,4,4,2.52,1.25846099,9,1,4,2,2,3,11,12,12,2,1,0,0,0,0,0,1,4,3,2,21,4,1,2,1,1,2,2,NA,1,NA,1,NA,NA,1,NA,2,8,0,0,0,0,0
181,,24/05/2017 19:13,24/05/2017 19:22,0,C,0,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,3,4,6,6,6,5,3.5,6,5.5,5,4,3,5,5,3,5,5,4.8,3,0,3,9.218,41.281,2.324150871,5,4,6,6,4.5,6,5.25,17.683,2.927614019,9,1,7,6,6,7,15,15,15,1,2,0,0,0,0,1,2,4,4,4,61,8,2,1,1,1,0,0,NA,NA,NA,NA,1,5,NA,6,NA,8,0,0,0,0,0
182,,24/05/2017 19:20,24/05/2017 19:27,0,E,1,0,6,OTHER,0,2,OTHER,0,1,1,1 Haifa,2,2,4,4,3,3,2,4,3,3,3,5,3,3,4,3,4,3.2,0,0,0,23.917,26.066,3.215550301,5,4,6,6,4.5,6,5.25,25.114,3.262471569,9,1,7,4,4,5,14,14,14,2,3,0,0,0,0,0,3,3,3,5,24,4,1,2,1,1,3,1,NA,0,NA,0,NA,NA,1,NA,3,6,0,0,0,0,0
183,,24/05/2017 19:17,24/05/2017 19:28,1,C,0,1,2,QIRYAT BIALIK,1,3,QRAYOT,1,0,1,1 Haifa,6,6,7,7,6,7,6,7,6.5,6.5,7,1,7,7,1,7,7,7,3,0,3,37.635,37.441,3.654158601,3,4,3,4,3.5,3.5,3.5,15.998,2.83309569,9,1,7,5,4,3,15,15,10,2,3,0,1,1,2,0,3,2,2,5,19,4,5,2,1,1,0,0,NA,NA,NA,NA,1,5,NA,5,NA,10,0,0,0,0,0
184,,24/05/2017 19:20,24/05/2017 19:28,0,A,2,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,7,7,7,7,7,7,7,7,7,7,6,6,7,7,7,2,1,4.6,1,0,1,7.915,37.255,2.187735251,7,7,7,7,7,7,7,25.799,3.288364573,9,1,7,5,5,7,15,2,2,3,3,1,0,1,2,0,3,5,5,5,43,6,4,1,1,1,1,1,1,NA,1,NA,NA,1,NA,7,NA,7,0,1,0,0,0
185,,24/05/2017 19:19,24/05/2017 19:29,1,A,2,1,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,6,6,7,7,6,6,6,7,6,6.333333333,7,2,6,7,1,6,7,6.6,2,0,2,24.041,28.494,3.220514482,2,2,5,5,2,5,3.5,29.329,3.412104351,9,1,1,3,3,7,15,15,13,3,1,0,1,1,2,0,1,3,3,5,26,7,3,1,1,1,1,2,1,NA,1,NA,NA,2,NA,7,NA,9,0,0,0,0,0
186,,24/05/2017 19:15,24/05/2017 19:30,0,A,2,1,4,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,4,3,3,3,4,4,3.5,3,4,3.5,4,4,2,3,3,4,5,3.6,3,1,2,6.544,28.233,2.020752545,4,3,2,3,3.5,2.5,3,17.823,2.935079526,9,1,2,5,4,6,15,15,15,3,2,0,0,0,0,0,2,2,1,8,62,5,3,1,1,1,1,1,1,NA,1,NA,NA,6,NA,6,NA,15,0,0,0,0,0
187,,24/05/2017 19:23,24/05/2017 19:30,0,F,0,0,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,4,5,4,3,4,5,4.5,3.5,4.5,4.166666667,6,2,5,6,1,6,7,6,2,0,2,40.124,10.441,3.716591893,4,4,5,5,4,5,4.5,29.415,3.414935908,9,1,5,4,3,6,15,14,14,1,3,1,0,1,2,1,3,2,1,7,33,7,3,1,0,1,0,0,NA,NA,NA,NA,1,4,NA,5,NA,7,0,0,0,0,0
188,,24/05/2017 19:27,24/05/2017 19:32,1,B,1,1,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,3,3,2,3,2,2,3,2.5,2,2.5,3,5,3,3,6,3,2,2.8,2,0,2,7.061,27.812,2.087037618,3,4,4,3,3.5,3.5,3.5,8.464,2.247495127,9,1,3,4,4,6,15,13,14,3,1,1,0,1,2,0,1,3,3,6,31,8,5,1,1,1,2,2,NA,1,NA,1,NA,NA,1,NA,4,5,0,0,0,0,0
189,,24/05/2017 19:17,24/05/2017 19:33,0,C,0,1,4,PETACH TIKVA,0,4,PETACH TIKVA,0,0,0,0 Shfela,2,2,3,2,1,4,2,2.5,2.5,2.333333333,5,3,6,7,5,5,3,5.2,2,1,1,64.075,391.257,4.175540451,2,1,1,3,1.5,2,1.75,30.418,3.447380977,9,1,7,7,5,6,15,10,15,3,4,1,0,0,1,0,4,3,2,3,24,5,3,1,0,1,0,0,NA,NA,NA,NA,1,7,NA,7,NA,15,0,0,0,0,0
190,,24/05/2017 19:21,24/05/2017 19:34,1,D,2,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,4,4,4,4,4,4,4,4,4,4,6,2,6,6,2,6,6,6,3,0,3,45.996,26.346,3.850062492,5,4,5,5,4.5,5,4.75,36.558,3.625886405,9,1,7,5,5,6,15,13,14,3,3,1,0,1,2,0,3,5,5,4,37,7,2,1,1,1,1,1,1,NA,1,NA,NA,4,NA,5,NA,12,0,1,0,0,0
191,,24/05/2017 19:31,24/05/2017 19:39,0,B,1,1,3,OTHER,0,3,OTHER,0,0,0,0 Shfela,2,3,7,6,5,1,2.5,6.5,3,4,4,5,1,4,1,3,7,3.8,1,0,1,14.356,33.29,2.731506277,3,5,7,6,4,6.5,5.25,9.507,2.352041702,9,1,7,7,6,7,15,15,15,2,1,0,0,0,0,0,1,3,3,6,32,4,3,2,1,1,1,1,NA,0,NA,0,NA,NA,1,NA,4,7,0,0,0,0,0
192,,24/05/2017 19:34,24/05/2017 19:42,1,E,1,0,3,NATANIA,0,7,NATANIA,0,0,0,0 Shfela,4,4,5,5,6,4,4,5,5,4.666666667,5,3,5,3,5,5,3,4.2,2,0,2,41.031,26.956,3.738407441,5,5,5,7,5,6,5.5,34.724,3.575822732,9,1,3,4,2,4,14,11,13,3,2,1,0,1,2,0,2,6,6,3,23,5,5,2,1,1,2,3,NA,1,NA,0,NA,NA,1,NA,7,7,0,0,0,0,0
193,,24/05/2017 19:36,24/05/2017 19:44,0,C,0,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,5,7,7,7,7,5,6,7,6,6.333333333,7,2,5,7,1,6,7,6.4,2,0,2,53.23,40.843,3.993234261,5,7,7,7,6,7,6.5,28.819,3.395145774,9,1,3,7,6,7,15,12,12,2,1,1,0,1,2,0,1,4,4,4,42,3,1,1,1,1,0,0,NA,NA,NA,NA,1,4,NA,7,NA,8,0,0,0,0,0
194,,24/05/2017 19:37,24/05/2017 19:46,1,F,0,0,4,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,4,5,5,5,6,5,4.5,5,5.5,5,4,3,5,4,5,5,3,4.2,2,0,2,26.488,22.879,3.313749546,4,5,5,5,4.5,5,4.75,30.12,3.437850699,9,1,5,5,5,7,13,12,12,2,1,1,0,1,2,0,1,4,4,5,21,4,1,2,1,2,0,0,NA,NA,NA,NA,1,3,NA,4,NA,8,0,0,0,0,0
195,,24/05/2017 19:43,24/05/2017 19:47,0,F,0,0,2,QIRYAT BIALIK,1,1,QRAYOT,1,0,1,1 Haifa,2,2,1,1,1,1,2,1,1,1.333333333,6,2,6,6,2,6,6,6,1,2,0,2.959,14.272,1.375991468,2,4,4,4,3,4,3.5,5.119,1.811398684,9,1,7,4,4,7,14,13,14,1,3,1,0,0,1,1,3,1,1,5,32,7,4,1,0,1,0,0,NA,NA,NA,NA,1,5,NA,4,NA,3,0,0,0,0,0
196,,24/05/2017 19:43,24/05/2017 19:48,1,D,2,0,2,QIRYAT ATA,1,2,QRAYOT,1,1,1,1 Haifa,5,3,3,3,3,3,4,3,3,3.333333333,3,3,3,2,2,5,6,3.8,0,0,0,2.42,26.751,1.229640551,3,3,3,3,3,3,3,2.657,1.296643139,9,1,3,1,1,3,11,11,11,3,2,0,0,0,0,0,2,3,4,5,20,4,3,2,1,1,1,2,1,NA,1,NA,NA,6,NA,3,NA,5,0,0,0,0,0
197,,24/05/2017 19:40,24/05/2017 19:50,1,B,1,1,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,4,5,4,4,4,4,4.5,4,4,4.166666667,5,4,4,5,4,4,4,4.4,0,0,0,43.585,11.809,3.79739748,4,4,4,5,4,4.5,4.25,10.578,2.449106746,9,1,5,4,1,4,13,12,10,3,2,1,1,1,3,0,2,6,5,4,29,3,3,2,1,1,3,2,NA,0,NA,1,NA,NA,1,NA,5,9,0,0,0,0,0
198,,24/05/2017 19:37,24/05/2017 19:50,0,E,1,0,2,NESHER,0,2,NESHER,0,1,1,1 Haifa,2,5,5,5,4,2,3.5,5,3,3.833333333,3,4,3,3,2,4,6,3.8,1,1,0,9.696,61.837,2.36986984,2,4,6,5,3,5.5,4.25,16.248,2.847696195,9,1,4,4,4,6,14,13,11,2,3,1,1,1,3,0,3,3,3,6,71,8,2,1,1,2,1,1,NA,0,NA,0,NA,NA,1,NA,4,12,0,0,0,0,0
199,,24/05/2017 19:45,24/05/2017 19:53,1,C,0,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,6,6,6,6,6,6,6,6,6,6,7,2,3,5,2,6,6,5.4,2,0,2,23.23,27.9,3.187591535,5,5,5,5,5,5,5,0,0,9,1,7,6,6,4,15,15,15,3,2,0,0,0,0,0,2,5,5,3,26,7,2,2,1,1,0,0,NA,NA,NA,NA,1,5,NA,7,NA,7,0,1,0,0,0
200,,24/05/2017 19:44,24/05/2017 19:53,0,A,2,1,2,HAIFA,1,2,HAIFA,1,1,1,1 Haifa,5,3,4,3,3,3,4,3.5,3,3.5,5,3,4,6,1,5,7,5.4,3,1,2,21.54,47.107,3.115291509,5,4,5,4,4.5,4.5,4.5,29.459,3.416381517,9,1,7,5,5,6,15,15,15,1,4,0,0,0,0,1,4,5,4,6,58,7,4,1,1,1,1,1,1,NA,1,NA,NA,1,NA,4,NA,9,0,0,0,0,0
201,,24/05/2017 19:52,24/05/2017 19:56,0,C,0,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,5,5,6,5,5,3,5,5.5,4,4.833333333,2,6,2,3,6,2,2,2.2,0,0,0,4.961,22.948,1.785238252,5,4,5,5,4.5,5,4.75,0,0,9,1,4,5,3,2,13,13,13,3,2,0,0,0,0,0,2,4,3,0,31,7,3,1,1,1,0,0,NA,NA,NA,NA,0,1,NA,6,NA,4,0,0,0,0,0
202,,24/05/2017 19:46,24/05/2017 19:59,1,A,2,1,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,4,5,4,4,3,3,4.5,4,3,3.833333333,7,1,5,5,2,7,6,6,3,0,3,42.833,35.223,3.780386958,7,6,6,6,6.5,6,6.25,33.077,3.52862267,9,1,6,6,6,7,15,14,10,1,3,1,1,1,3,1,3,5,4,6,30,7,3,1,1,2,1,1,1,NA,1,NA,NA,1,NA,5,NA,13,0,0,0,0,0
203,,24/05/2017 19:56,24/05/2017 20:03,0,E,1,0,2,QIRYAT MOZKIN,1,2,QRAYOT,1,1,1,1 Haifa,3,2,2,3,3,2,2.5,2.5,2.5,2.5,3,6,3,5,3,2,5,3.6,2,0,2,14.408,25.484,2.734886855,6,5,6,5,5.5,5.5,5.5,28.155,3.372626425,9,1,6,5,5,6,14,14,13,3,2,0,1,1,2,0,2,3,2,7,30,7,3,2,1,1,3,1,NA,0,NA,0,NA,NA,1,NA,4,7,0,0,0,0,0
204,,24/05/2017 19:59,24/05/2017 20:03,0,E,1,0,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,2,2,2,2,2,2,2,2,2,2,1,6,1,1,1,2,7,2.4,0,0,0,3.852,12.476,1.579390991,2,2,2,2,2,2,2,3.591,1.524097865,9,1,1,1,1,1,13,13,13,3,1,0,0,0,0,0,1,3,3,1,38,8,1,2,1,1,4,1,NA,0,NA,0,NA,NA,1,NA,7,4,0,1,0,0,0
205,,24/05/2017 19:52,24/05/2017 20:03,1,B,1,1,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,5,4,7,7,5,5,4.5,7,5,5.5,6,1,6,6,1,7,7,6.4,3,0,3,33.998,51.659,3.555290917,5,5,7,7,5,7,6,74.587,4.325284311,9,1,5,5,3,6,15,14,13,2,2,1,1,1,3,0,2,4,3,6,37,6,3,1,1,1,2,2,NA,1,NA,1,NA,NA,1,NA,5,10,0,0,0,0,0
206,,24/05/2017 19:57,24/05/2017 20:03,0,D,2,0,3,RISHON LEZION,0,5,RISHON LEZION,0,0,0,0 Shfela,3,4,6,6,4,4,3.5,6,4,4.5,5,4,5,5,2,4,6,5,2,0,2,15.852,18.307,2.824469344,6,6,7,6,6,6.5,6.25,29.187,3.407411368,9,1,5,5,5,5,15,13,13,3,2,1,0,1,2,0,2,3,3,7,41,8,4,1,0,1,1,1,1,NA,1,NA,NA,3,NA,6,NA,5,0,0,0,0,0
207,,24/05/2017 20:03,24/05/2017 20:08,0,A,2,1,2,NESHER,0,2,NESHER,0,1,1,1 Haifa,3,2,2,2,2,2,2.5,2,2,2.166666667,1,5,1,1,1,3,7,2.6,0,0,0,19.304,17.437,3.010817911,2,2,2,2,2,2,2,9.931,2.391602789,9,1,3,2,2,5,14,14,14,3,1,0,0,0,0,0,1,2,1,6,64,8,1,1,0,1,1,1,1,NA,1,NA,NA,1,NA,4,NA,5,0,0,0,0,0
208,,24/05/2017 20:07,24/05/2017 20:13,1,F,0,0,2,HAIFA,0,2,HAIFA,1,1,1,1 Haifa,3,4,4,4,4,3,3.5,4,3.5,3.666666667,6,1,6,6,1,7,7,6.4,1,0,1,16.398,23.63,2.856355257,4,4,5,6,4,5.5,4.75,17.261,2.904767638,9,1,7,4,5,6,15,12,14,3,3,1,0,1,2,0,3,4,4,4,36,7,2,2,0,1,0,0,NA,NA,NA,NA,0,1,NA,4,NA,5,0,0,0,0,0
209,,24/05/2017 20:04,24/05/2017 20:13,0,F,0,0,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,6,5,5,5,5,4,5.5,5,4.5,5,5,2,5,5,6,6,2,4.6,1,1,0,102.484,21.374,4.639417011,5,5,3,4,5,3.5,4.25,9.29,2.33117255,9,1,5,3,3,6,15,12,14,3,2,1,0,1,2,0,2,1,2,6,35,6,4,1,0,1,0,0,NA,NA,NA,NA,1,7,NA,5,NA,8,0,0,0,0,0
210,,24/05/2017 20:13,24/05/2017 20:20,1,A,2,1,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,3,4,5,4,5,4,3.5,4.5,4.5,4.166666667,5,5,5,4,2,3,6,4.6,2,1,1,9.958,65.266,2.394069783,4,4,5,5,4,5,4.5,7.579,2.149317357,9,1,4,4,4,5,15,15,14,3,2,0,1,1,2,0,2,3,3,5,NA,7,4,1,1,1,3,1,0,NA,1,NA,NA,1,NA,6,NA,7,0,0,0,0,0
211,,24/05/2017 20:17,24/05/2017 20:23,1,E,1,0,2,QIRYAT BIALIK,1,2,QRAYOT,1,1,1,1 Haifa,2,2,3,4,3,3,2,3.5,3,2.833333333,2,3,3,3,3,5,5,3.6,3,1,2,22.095,35.945,3.139616144,4,3,3,4,3.5,3.5,3.5,23.438,3.196139298,9,1,7,4,3,5,15,11,15,3,3,1,0,0,1,0,3,4,4,4,29,7,2,1,1,1,2,1,NA,1,NA,0,NA,NA,1,NA,4,5,0,0,0,0,0
212,,24/05/2017 20:20,24/05/2017 20:24,1,D,2,0,2,QIRYAT ATA,1,2,QRAYOT,1,1,1,1 Haifa,5,4,7,5,5,4,4.5,6,4.5,5,5,2,5,5,2,6,6,5.4,1,1,0,4.7,23.479,1.740466175,5,4,5,5,4.5,5,4.75,4.984,1.789089241,9,1,5,5,4,6,15,13,15,3,3,1,0,0,1,0,3,4,3,5,39,6,4,1,1,1,1,1,1,NA,1,NA,NA,4,NA,4,NA,3,0,0,0,0,0
213,,24/05/2017 20:17,24/05/2017 20:24,1,C,0,1,2,QIRYAT ATA,1,2,QRAYOT,1,1,1,1 Haifa,5,4,6,5,4,5,4.5,5.5,4.5,4.833333333,3,4,4,3,5,4,3,3.4,1,0,1,20.145,54.187,3.051403471,6,5,6,5,5.5,5.5,5.5,18.453,2.9680013,9,1,6,5,6,6,15,12,15,2,2,1,0,0,1,0,2,3,4,5,44,4,3,2,1,1,0,0,NA,NA,NA,NA,0,2,NA,3,NA,7,0,0,0,0,0
214,,24/05/2017 20:18,24/05/2017 20:24,0,D,2,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,4,4,5,5,5,4,4,5,4.5,4.5,7,1,5,5,1,7,7,6.2,2,1,1,27.003,13.791,3.332311647,4,3,5,5,3.5,5,4.25,23.662,3.205263597,9,1,4,7,7,4,15,13,15,3,3,1,0,0,1,0,3,1,1,8,33,7,3,2,0,1,1,1,1,NA,1,NA,NA,4,NA,4,NA,6,0,0,0,0,0
215,,24/05/2017 20:19,24/05/2017 20:30,0,B,1,1,1,OTHER,1,3,OTHER,0,0,0,0 Shfela,5,7,7,7,6,5,6,7,5.5,6.166666667,6,2,6,6,1,6,7,6.2,3,0,3,10.805,314.357,2.468523171,6,6,7,7,6,7,6.5,20.555,3.070607808,9,1,7,6,6,7,15,14,10,2,2,1,1,1,3,0,2,3,4,5,45,7,4,2,0,1,1,1,NA,0,NA,0,NA,NA,1,NA,4,10,0,0,0,0,0
216,,24/05/2017 20:15,24/05/2017 20:33,0,B,1,1,3,RISHON LEZION,0,3,RISHON LEZION,0,0,0,0 Shfela,5,6,6,6,6,5,5.5,6,5.5,5.666666667,7,1,6,5,2,7,6,6.2,3,0,3,27.97,39.047,3.366260812,5,6,6,6,5.5,6,5.75,71.336,4.281321931,9,1,3,5,5,5,14,13,12,1,1,1,1,1,3,1,1,6,6,4,46,5,3,1,0,2,4,1,NA,0,NA,0,NA,NA,1,NA,4,18,0,0,0,0,0
217,,24/05/2017 20:26,24/05/2017 20:35,0,D,2,0,3,NATANIA,0,3,NATANIA,0,0,0,0 Shfela,1,1,1,1,1,1,1,1,1,1,4,5,4,4,4,3,4,3.8,1,0,1,16.48,16.509,2.86105737,3,1,1,1,2,1,1.5,32.67,3.516607233,9,1,3,3,3,5,15,11,15,3,1,1,0,0,1,0,1,2,1,5,30,8,4,1,1,1,4,2,0,NA,1,NA,NA,1,NA,5,NA,8,0,1,0,0,0
218,,24/05/2017 20:22,24/05/2017 20:38,1,F,0,0,3,PETACH TIKVA,0,3,PETACH TIKVA,0,0,0,0 Shfela,3,5,4,5,5,4,4,4.5,4.5,4.333333333,4,3,3,5,2,5,6,4.6,2,1,1,35.966,33.883,3.609998571,3,5,5,5,4,5,4.5,12.299,2.587688844,9,1,5,5,5,4,15,11,15,3,3,1,0,0,1,0,3,2,1,7,33,7,3,1,1,1,0,0,NA,NA,NA,NA,1,4,NA,5,NA,16,0,0,0,0,0
