"","IP","USER_ID","START_DATE","END_DATE","TIMER_total","FINISHED","MOBILE","ENVIRONMENT_INTEREST","ENVIRONMENT_FOLLOW","ENVIRONMENT_PREFERENCE","GOV_EVALUATION","GOV_TRUST","IDEOLOGY","CHILDREN","CHILDREN_young","FACTORIES_relatives","AGE","EDUCATION","INCOME","HOME","GENDER","HEBREW","RELEVANCE_exp","SYMBOL","SYMBOL_bi","t1","AIR_order","WASTE_order","INFORMATION_air","INFORMATION_waste","CONDITION_air","CONDITION_waste","AREA_reside","CITY_reside_raw","CITY_reside_he","CITY_reside_en","AREA_work","CITY_reside_youth","AREA_reside_haifa","AREA_work_haifa","AREA","AREA_names","TRUST_air_q1","TRUST_air_q2","TRUST_air_q3","TRUST_air_q4","TRUST_air_q5","TRUST_air_q6","TRUST_air_competence","TRUST_air_benevolence","TRUST_air_integrity","TRUST_air_INDEX","TRUST_air_timer","TRUST_waste_q1","TRUST_waste_q2","TRUST_waste_q3","TRUST_waste_q4","TRUST_waste_q5","TRUST_waste_q6","TRUST_waste_competence","TRUST_waste_benevolence","TRUST_waste_integrity","TRUST_waste_INDEX","TRUST_waste_timer","IMC_item","IMC","ELABORATION_air_q1","ELABORATION_air_q2","ELABORATION_air_q3","ELABORATION_air_q4","ELABORATION_air_q5","ELABORATION_air_q2.r","ELABORATION_air_q5.r","ELABORATION_air_INDEX","ELABORATION_air_INDEX_01","ELABORATION_waste_q1","ELABORATION_waste_q2","ELABORATION_waste_q3","ELABORATION_waste_q4","ELABORATION_waste_q5","ELABORATION_waste_q2.r","ELABORATION_waste_q5.r","ELABORATION_waste_INDEX","ELABORATION_waste_INDEX_01","ELABORATION_air_time","ELABORATION_waste_time","ELABORATION_air_time_log","ELABORATION_waste_time_log","ELABORATION_total_time_log","MEMORY_air_correct","MEMORY_air_incorrect","MEMORY_air_score","MEMORY_waste_correct","MEMORY_waste_incorrect","MEMORY_waste_score","MEMORY_total","RELEVANCE_air_obs","RELEVANCE_waste_obs","RECOGNIZE_waste_real","RECOGNIZE_air_real","RECOGNIZE_SVIVA_logo","AFFECT_waste_real","AFFECT_air_real","AFFECT_waste_fake","AFFECT_air_fake","SYMBOL_n","INFORMATION_air_n","RELEVANCE_exp_n","INFORMATION_waste_n","REPETITION_elaboration","RELEVANCE_exp_treat_text","RELEVANCE_exp_control_text","WITHIN_DELTA"
"21","37.26.148.165",107355,2018-01-28 14:04:00,2018-01-28 14:11:00,7,1,1,NA,NA,NA,4,3,2,1,1,NA,26,7,3,1,1,1,0,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"ירושלים",0,0,0,"Center",3,5,5,5,4,5,4,5,4.5,4.5,43.673,2,4,5,4,5,5,3,4.5,5,4.16666666666667,35.6,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,4,5,5,3,3,3.2,2.75,6.027,8.093,1.94975987221006,2.20750488674378,2.71601837075139,NA,NA,NA,1,1,0,0,1,5,1,4,6,4,2,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","משכורת טובה יותר והערכה",-0.333333333333333
"22","109.66.88.124",295345,2018-01-28 14:05:00,2018-01-28 14:12:00,7,1,1,NA,NA,NA,4,3,4,1,1,NA,33,7,4,2,1,1,0,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",4,5,6,5,5,5,4.5,5.5,5,5,17.338,4,5,3,5,5,5,4.5,4,5,4.5,31.058,"009",1,1,4,3,6,5,4,3,3.4,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.351,17.35,2.51373703145588,2.90962957450058,3.3911807152755,2,0,2,NA,NA,NA,2,1,3,1,1,3,5,5,4,6,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","חינוך נכון מגיל 0",0.5
"23","212.117.136.6",220786,2018-01-28 14:06:00,2018-01-28 14:12:00,6,1,0,5,5,7,2,1,4,1,1,NA,34,7,4,1,0,1,1,"1",1,"    waste e ",2,1,1,0,"B","E",3,"פתח תקוה ","פתח תקווה","PETACH TIKVA",3,"פתח תקוה",0,0,0,"Center",2,4,5,4,2,2,3,4.5,2,3.16666666666667,18.519,2,2,5,4,4,2,2,4.5,3,3.16666666666667,23.694,"09",1,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.999,5.44,1.9457672817074,1.86252854011626,2.52083669822783,1,0,1,NA,NA,NA,1,5,7,1,7,1,2,3,1,1,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"חומרים מסוכנים הנפלטים באזור תעשיה סגולה","",0
"24","80.178.120.43",127939,2018-01-28 14:03:00,2018-01-28 14:12:00,9,1,1,NA,NA,NA,4,4,2,1,1,NA,33,8,3,1,1,1,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3," פתח ת.וונ","פתח תקווה","PETACH TIKVA",3,"נתנינ",0,0,0,"Center",1,1,1,1,1,1,1,1,1,1,15.136,4,4,4,4,4,4,4,4,4,4,19.779,"009",1,1,4,2,5,5,4,3,3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.686,9.613,3.07666689104999,2.36207966477969,3.44358614815394,1,0,1,NA,NA,NA,1,2,5,1,5,3,4,5,4,2,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","הסברה",3
"25","77.125.142.212",141546,2018-01-28 14:02:00,2018-01-28 14:12:00,10,1,0,NA,NA,NA,4,2,5,0,0,NA,33,7,1,2,1,1,0,"2",2,"   air a  ",1,2,1,0,"A","D",5," ראשון לציון","ראשון לציון","RISHON LEZION",5,"ראשון לציון",0,0,0,"Center",5,6,6,6,6,4,5.5,6,5,5.5,76.246,1,1,1,1,1,1,1,1,1,1,38.251,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,7,7,1,7,7,7,7,32.807,58.27,3.52066788163832,4.08210327579975,4.52262518351798,NA,NA,NA,0,0,0,0,1,2,5,5,3,5,4,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","עניין",4.5
"26","79.178.96.162",264271,2018-01-28 14:03:00,2018-01-28 14:12:00,9,1,1,5,5,5,4,4,5,1,1,NA,32,4,2,2,1,2,1,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3,"נתניה ","נתניה","NATANIA",3,"נתניה",0,0,0,"Center",5,4,5,5,6,6,4.5,5,6,5.16666666666667,29.079,7,6,6,7,5,5,6.5,6.5,5,6,59.293,"009",1,1,7,6,6,6,1,2,3.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.309,48.835,3.74499982937821,3.90871754841942,4.51244067339581,1,0,1,NA,NA,NA,1,4,5,4,3,5,5,6,5,4,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"לאניודעת להגדיר את הבעיות ","",0.833333333333333
"27","176.12.156.197",256221,2018-01-28 14:03:00,2018-01-28 14:12:00,9,1,1,5,5,7,5,6,3,1,1,NA,30,4,4,1,1,1,1,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",3,"ראשון לציון  ","ראשון לציון","RISHON LEZION",3,"חולון",0,0,0,"Center",5,5,5,5,5,5,5,5,5,5,20.055,5,5,6,6,6,6,5,6,6,5.66666666666667,80.181,"009",1,1,6,4,6,5,2,3,3.2,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.785,15.249,4.28750989001662,2.78803136842064,4.47772310349536,1,0,1,NA,NA,NA,1,4,6,4,5,7,6,6,5,4,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"גלילי כלבים ","",-0.666666666666667
"28","5.29.220.80",384307,2018-01-28 14:04:00,2018-01-28 14:12:00,8,1,1,NA,NA,NA,3,3,8,1,0,NA,43,3,1,2,1,1,0,"1",1," Mobile_air e    ",1,2,0,1,"E","B",3," נתניה","נתניה","NATANIA",3,"קיבוץ אילון",0,0,0,"Center",4,4,4,5,5,5,4,4.5,5,4.5,36.84,5,5,5,5,5,5,5,5,5,5,17.271,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,5,4,4,6,4,4,4,6.966,8.087,2.07518248475945,2.20684482071321,2.77589574799728,NA,NA,NA,0,0,0,0,3,5,5,6,5,6,6,6,3,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","חוסר ברירה",0.5
"29","82.166.146.115",204599,2018-01-28 14:05:00,2018-01-28 14:13:00,8,1,0,4,4,5,3,3,4,0,0,NA,21,4,3,2,1,1,1,"1",1,"    air e ",1,2,0,1,"E","B",3,"פתח תקווה ","פתח תקווה","PETACH TIKVA",4,"פתח תקווה",0,0,0,"Center",5,4,3,3,3,3,4.5,3,3,3.5,28.298,4,3,3,4,4,4,3.5,3.5,4,3.66666666666667,34.667,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,5,5,3,6,5,5.4,5.5,4.106,1.622,1.63041631881929,0.963937385341508,1.90627792267065,NA,NA,NA,0,1,0,0,4,5,5,3,3,5,5,5,4,"1 fake symbols","0 weak policy","1 treatment","1 strong policy",0,"מפעלים","",0.166666666666667
"30","46.121.196.142",424129,2018-01-28 14:04:00,2018-01-28 14:13:00,9,1,1,5,7,5,6,6,2,0,0,NA,19,4,1,2,1,1,1,"0",1,"  Mobile_air f   ",1,2,0,1,"F","C",3,"נתניה ","נתניה","NATANIA",3,"נתניה",0,0,0,"Center",4,5,6,4,3,7,4.5,5,5,4.83333333333333,58.875,7,7,7,7,7,7,7,7,7,7,17.137,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,7,7,1,1,2.2,1,36.929,47.91,3.63571599099787,3.88998187455127,4.45247344867397,NA,NA,NA,2,0,2,2,1,5,7,7,7,4,5,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"חוסר מודעות עצמי לאיכות הסביבה ","",2.16666666666667
"31","81.218.184.195",378249,2018-01-28 14:04:00,2018-01-28 14:13:00,9,1,1,NA,NA,NA,3,3,4,0,0,NA,34,7,4,2,0,2,0,"0",1,"  Mobile_waste f   ",2,1,1,0,"C","F",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",4,4,4,4,4,4,4,4,4,4,27.638,3,5,5,3,4,5,4,4,4.5,4.16666666666667,33.442,"009",1,1,4,5,4,5,4,3,3.4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.346,21.803,1.99415594739748,3.12689210625201,3.37242060689074,2,0,2,NA,NA,NA,2,3,5,3,3,3,6,3,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","לימודי מדעים",-0.166666666666667
"32","2.55.61.40",275490,2018-01-28 14:03:00,2018-01-28 14:13:00,10,1,1,4,5,7,3,2,5,1,0,NA,55,5,5,1,0,1,1,"1",1," Mobile_air b    ",1,2,1,0,"B","E",3,"ראשון לציון ","ראשון לציון","RISHON LEZION",3,"בת ים",0,0,0,"Center",4,3,2,4,5,3,3.5,3,4,3.5,67.273,1,1,1,3,5,2,1,2,3.5,2.16666666666667,47.377,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6,2,6,7,2,1,2.4,1.5,17.44,33.476,2.91452221812845,3.54026342978515,3.94962702782551,NA,NA,NA,1,0,1,1,1,6,3,5,1,4,5,4,4,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"יתושים / ","",1.33333333333333
"33","207.232.54.192",300157,2018-01-28 14:05:00,2018-01-28 14:13:00,8,1,1,4,3,2,4,4,2,0,0,NA,27,7,2,2,1,1,1,"2",2,"Mobile_air d     ",1,2,0,1,"D","A",4,"פתח תקווה ","פתח תקווה","PETACH TIKVA",4,"פתח תקווה",0,0,0,"Center",4,4,4,4,4,4,4,4,4,4,30.593,4,4,4,4,4,4,4,4,4,4,11.933,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,4,4,4,4,4,3.4,3.25,42.234,7.452,3.76662722273586,2.13440309975381,3.9256497383428,NA,NA,NA,2,0,2,2,4,4,7,7,6,4,4,NA,NA,"2 Real symbols","0 weak policy","1 treatment","1 strong policy",0,"תל אביב","",0
"34","84.108.10.189",313977,2018-01-28 14:03:00,2018-01-28 14:13:00,10,1,1,4,4,5,3,3,2,0,0,NA,26,5,2,2,1,1,1,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",3,"נתניה ","נתניה","NATANIA",3,"נתניה",0,0,0,"Center",4,4,4,3,4,4,4,3.5,4,3.83333333333333,102.978,5,5,5,5,6,6,5,5,6,5.33333333333333,39.833,"009",1,1,5,2,4,4,3,4,2.8,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.372,11.915,2.23772652064555,2.5583894265478,3.05809655775054,1,0,1,NA,NA,NA,1,3,4,3,4,4,5,4,5,3,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"פשע","",-1.5
"35","217.132.19.219",189565,2018-01-28 14:07:00,2018-01-28 14:13:00,6,1,0,4,4,5,3,3,6,0,0,NA,18,5,3,2,0,1,1,"0",1,"     air c",1,2,1,0,"C","F",3,"ראשון לציון ","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",5,5,5,5,5,2,5,5,3.5,4.5,24.26,4,4,4,4,4,4,4,4,4,4,12.447,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,7,1,2,7,5.6,5.25,57.272,30.426,4.0651217035452,3.44763557576794,4.48523734114701,NA,NA,NA,0,0,0,0,4,4,3,7,7,4,4,NA,NA,"0 no symbols","1 strong policy","1 treatment","0 weak policy",0,"אוטובוסים לא נגישים מספיק. תחנות רחוקות, לוחות זמנים בעייתיים, קשה להגיע למגוון מקומות במהירות.","",0.5
"36","2.53.62.184",278922,2018-01-28 14:07:00,2018-01-28 14:13:00,6,1,1,NA,NA,NA,4,1,4,0,0,NA,22,5,5,2,0,1,0,"2",2,"Mobile_air a     ",1,2,1,0,"A","D",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",5,3,4,6,7,5,4,5,6,5,32.462,6,5,5,6,7,6,5.5,5.5,6.5,5.83333333333333,34.466,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,1,7,7,4,1,2.8,1.75,3.457,4.233,1.49447589396442,1.65498472739007,2.1621729392773,NA,NA,NA,0,2,0,0,3,4,7,5,6,6,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","אהדה למקצוע",-0.833333333333333
"37","2.55.155.68",143449,2018-01-28 14:03:00,2018-01-28 14:14:00,11,1,1,2,3,7,1,1,0,0,0,NA,20,4,1,2,1,1,1,"1",1," Mobile_air b    ",1,2,1,0,"B","E",4,"פתח תקווה ","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",5,2,6,5,1,1,3.5,5.5,1,3.33333333333333,93.808,5,4,5,6,2,2,4.5,5.5,2,4,69.078,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,3,4,5,3,3,2.8,2.5,7.252,6.422,2.11045559520901,2.00444856263841,2.6860772202918,NA,NA,NA,0,0,0,0,1,7,1,7,1,6,7,2,6,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"כל החנויות בתשלום.","",-0.666666666666667
"38","79.180.57.34",299675,2018-01-28 14:03:00,2018-01-28 14:14:00,11,1,1,6,6,6,4,4,5,0,0,NA,23,6,3,2,1,1,1,"1",1," Mobile_air b    ",1,2,1,0,"B","E",3,"ראשון לציון ","ראשון לציון","RISHON LEZION",3,"ראשון לציון",0,0,0,"Center",2,3,3,3,3,2,2.5,3,2.5,2.66666666666667,50.942,5,6,4,4,5,6,5.5,4,5.5,5,39.099,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,7,1,7,7,1,1,2.2,1,26.719,48.757,3.32211809863491,3.90715115722438,4.33697696612016,NA,NA,NA,1,0,1,1,2,6,5,6,5,7,6,7,4,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"העירייה","",-2.33333333333333
"39","212.143.222.99",79271,2018-01-28 14:07:00,2018-01-28 14:14:00,7,1,0,NA,NA,NA,4,5,5,1,1,NA,48,5,2,1,1,2,0,"1",1,"    waste b ",2,1,0,1,"E","B",4," ראשון לציון","ראשון לציון","RISHON LEZION",4,"ירושלים",0,0,0,"Center",3,2,3,3,2,3,2.5,3,2.5,2.66666666666667,17.948,5,4,5,5,4,5,4.5,5,4.5,4.66666666666667,27.132,"09",1,6,4,5,6,4,4,4,5,4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.944,23.422,3.04185220916754,3.19548436541083,3.79247341032404,1,1,0,NA,NA,NA,0,2,6,3,5,1,5,4,5,4,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","להציג כעבודה מועדפת למשוחררי צבא / לתת שכר גבוה או תמריצים לעבודה בלילה ושבתות",2
"40","2.55.177.99",71312,2018-01-28 14:08:00,2018-01-28 14:14:00,6,1,1,NA,NA,NA,3,3,3,0,0,0,23,7,1,2,1,1,0,"1",1," Mobile_air e    ",1,2,0,1,"E","B",2," חיפה","חיפה","HAIFA",2,"גבעת שמואל",1,1,1,"Haifa-Bay",3,5,4,3,4,2,4,3.5,3,3.5,22.687,6,4,5,5,5,5,5,5,5,5,26.038,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,6,2,5,5,3,3.4,3.75,5.987,6.863,1.94405127957031,2.06216821300938,2.62828523263335,NA,NA,NA,1,0,1,1,5,6,3,7,6,5,6,3,5,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","כלום",1.5
"41","2.53.26.19",144191,2018-01-28 14:09:00,2018-01-28 14:14:00,5,1,1,3,2,6,2,2,5,0,0,0,20,7,5,1,0,1,1,"0",1,"  Mobile_waste c   ",2,1,0,1,"F","C",2,"חיפה ","חיפה","HAIFA",2,"חיפה",1,1,1,"Haifa-Bay",4,4,3,5,4,4,4,4,4,4,8.007,5,5,5,5,5,5,5,5,5,5,48.783,"009",1,1,6,1,7,7,2,1,2.4,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.474,2.595,1.49828286306794,1.27954399117301,1.95571902718882,1,0,1,NA,NA,NA,1,6,5,4,7,7,7,7,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"זיהום אוויר","",1
"42","82.81.137.198",341304,2018-01-28 14:06:00,2018-01-28 14:14:00,8,1,0,5,6,7,4,6,3,1,1,NA,35,8,3,2,1,1,1,"1",1,"    air b ",1,2,1,0,"B","E",3,"ראשון לציון  ","ראשון לציון","RISHON LEZION",5,"ראשון לציון ",0,0,0,"Center",5,5,5,5,5,5,5,5,5,5,30.473,6,7,6,7,7,7,6.5,6.5,7,6.66666666666667,18.08,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,6,7,1,1,4.4,4,20.938,12.825,3.08822029298914,2.6264785474084,3.548553602772,NA,NA,NA,0,0,0,0,2,4,1,1,1,7,5,7,5,"1 fake symbols","1 strong policy","1 treatment","0 weak policy",0,"זיהום אוויר מאזור תעשיה בסמוך למקום מגורים,ןמתנועת כלי תחבורה מסיבית בשכונה. בנוסף חום ים ממוסחר ","",-1.66666666666667
"43","79.181.31.42",278241,2018-01-28 14:06:00,2018-01-28 14:14:00,8,1,1,NA,NA,NA,4,3,2,0,0,NA,26,7,2,2,1,1,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3," ראשון לציון","ראשון לציון","RISHON LEZION",4,"ראשון לציון",0,0,0,"Center",5,5,6,6,6,5,5,6,5.5,5.5,45.962,5,6,5,6,5,4,5.5,5.5,4.5,5.16666666666667,57.361,"009",1,1,6,2,5,5,2,3,2.6,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.351,14.975,3.62035968498213,2.7710250002636,3.9574933794729,0,1,0,NA,NA,NA,0,4,6,2,5,1,5,6,5,4,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","שכר הולם ",-0.333333333333333
"44","37.142.3.212",338195,2018-01-28 14:06:00,2018-01-28 14:14:00,8,1,1,NA,NA,NA,5,5,5,1,1,NA,36,4,2,2,1,1,0,"2",2,"Mobile_waste d     ",2,1,1,0,"A","D",3," ראשון לציון","ראשון לציון","RISHON LEZION",3,"ראש העין",0,0,0,"Center",7,7,7,7,7,7,7,7,7,7,10.561,7,7,7,7,7,7,7,7,7,7,23.298,"009",1,1,7,1,7,7,1,1,2.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.472,51.503,3.34892114820789,3.96087031082213,4.38171408583558,2,0,2,NA,NA,NA,2,1,7,4,7,7,7,7,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","לא יודעת",0
"45","132.71.163.179",144565,2018-01-28 14:11:00,2018-01-28 14:15:00,4,1,0,NA,NA,NA,5,5,3,1,1,NA,35,8,4,1,1,1,0,"0",1,"     waste f",2,1,1,0,"C","F",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"בת ים",0,0,0,"Center",4,4,4,4,4,4,4,4,4,4,6.154,5,5,5,5,5,5,5,5,5,5,10.796,"09",1,3,6,3,4,4,2,4,3.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.664,4.983,1.53987344904819,1.78892211440789,2.26664698618842,1,1,0,NA,NA,NA,0,3,5,5,2,3,5,4,NA,NA,"0 no symbols","1 strong policy","0 control","0 weak policy",0,"","פרסום",-1
"46","77.125.88.179",221045,2018-01-28 14:10:00,2018-01-28 14:15:00,5,1,0,NA,NA,NA,3,3,1,0,0,0,30,7,3,2,0,1,0,"2",2,"   waste a  ",2,1,0,1,"D","A",2," קריית ביאליק","קרית ביאליק","QIRYAT BIALIK",2,"קריית ים",1,1,1,"Haifa-Bay",4,3,4,4,4,4,3.5,4,4,3.83333333333333,17.38,5,4,4,4,5,4,4.5,4,4.5,4.33333333333333,25.097,"09",1,4,5,4,5,4,3,4,4,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.543,13.019,2.02061998087149,2.6404135523864,3.02344471212053,2,2,0,NA,NA,NA,0,7,5,4,3,1,2,3,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","שכר, קידומים טכנולוגיים",0.5
"47","84.109.233.163",223177,2018-01-28 14:05:00,2018-01-28 14:15:00,10,1,1,NA,NA,NA,3,3,4,0,0,NA,20,4,3,2,1,1,0,"1",1," Mobile waste b    ",2,1,0,1,"E","B",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"גבעת שמואל",0,0,0,"Center",5,4,4,4,5,4,4.5,4,4.5,4.33333333333333,30.266,5,4,3,4,5,3,4.5,3.5,4,4,140.278,"009",1,1,5,3,5,4,3,4,3.2,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.882,55.267,3.86873965091179,4.03010821764682,4.63617454485078,0,0,0,NA,NA,NA,0,1,5,1,3,3,5,6,4,5,"1 fake symbols","0 weak policy","0 control","1 strong policy",0,"","אם תחום העניין שלהם זהה לכך",-0.333333333333333
"48","79.179.141.118",373657,2018-01-28 14:04:00,2018-01-28 14:15:00,11,1,0,NA,NA,NA,2,1,3,0,0,NA,25,4,4,2,1,1,0,"2",2,"   waste a  ",2,1,0,1,"D","A",3," פתח תקווה","פתח תקווה","PETACH TIKVA",7,"פתח תקווה",0,0,0,"Center",1,1,1,1,1,1,1,1,1,1,19.208,6,4,5,3,3,3,5,4,3,4,41.48,"09",1,7,1,7,7,1,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.82,58.806,3.63283806323031,4.09110599037158,4.57084785614252,2,0,2,NA,NA,NA,2,1,6,1,6,7,5,7,NA,NA,"2 Real symbols","0 weak policy","0 control","1 strong policy",0,"","קודם כל להכשיר מרצים ללמד כראוי ולא להשקיע רק בסטודנטים מצטיינים. / לפרסם את תחום הכימיה התרופתית בכלל,וכימיה בפרט בתקשורת ובימים פתוחים,לתת מילגות לתחומים הנ""ל וסיוע מבחינת שעיורים פרטיים. / בנוסף,קידום מקומות עבודה בתחום,קשה לסטודנטים לבחור בתחום הזה כי איננו יודעים האם תהיה עבודה בתחום.",3
"49","37.26.148.244",245449,2018-01-28 14:05:00,2018-01-28 14:15:00,10,1,1,NA,NA,NA,4,4,4,0,0,NA,31,7,4,1,1,2,0,"0",1,"  Mobile_air f   ",1,2,0,1,"F","C",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"פתח תקווה",0,0,0,"Center",3,4,4,2,2,4,3.5,3,3,3.16666666666667,57.624,6,6,6,7,6,6,6,6.5,6,6.16666666666667,38.578,"009",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,5,5,2,6,3,2,2.6,2.75,42.45,6.135,3.7716108517114,1.9650122509288,3.90368836863809,NA,NA,NA,2,0,2,2,5,6,1,1,1,5,3,NA,NA,"0 no symbols","0 weak policy","0 control","1 strong policy",0,"","הרצון לשפר את העתיד ולתרום לחינוך במדינתינו",3
"50","82.81.162.130",26736,2018-01-28 14:08:00,2018-01-28 14:15:00,7,1,0,NA,NA,NA,4,4,3,1,1,NA,47,8,4,1,0,2,0,"2",2,"   air a  ",1,2,1,0,"A","D",3," פתח תקווה","פתח תקווה","PETACH TIKVA",3,"מוסקבה",0,0,0,"Center",6,5,6,6,6,5,5.5,6,5.5,5.66666666666667,36.027,6,5,5,6,6,5,5.5,5.5,5.5,5.5,21.828,"90",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,6,4,3,4,2,4,3,3,11.193,11.948,2.50086201657813,2.560941336064,3.18391163983211,NA,NA,NA,0,2,0,0,2,6,4,5,2,5,5,NA,NA,"2 Real symbols","1 strong policy","0 control","0 weak policy",0,"","לימודיים אקדמיים בתחום של בדיקות תוכנה",0.166666666666667
"51","80.246.135.51",411453,2018-01-28 14:07:00,2018-01-28 14:15:00,8,1,0,6,5,6,4,4,5,1,1,NA,36,7,4,2,0,1,1,"0",1,"     waste c",2,1,0,1,"F","C",3,"ראשון לציון ","ראשון לציון","RISHON LEZION",3,"נס ציונה",0,0,0,"Center",1,1,1,1,1,1,1,1,1,1,26.601,6,4,7,6,6,5,5,6.5,5.5,5.66666666666667,42.749,"09",1,3,5,2,6,1,3,7,4.2,3.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.346,16.783,3.50693782513827,2.87824294476152,3.9145996829416,1,0,1,NA,NA,NA,1,2,7,6,3,6,6,6,NA,NA,"0 no symbols","0 weak policy","1 treatment","1 strong policy",0,"חוסר שטחים ירוקים","",4.66666666666667
"52","46.135.77.196",12377,2018-01-28 14:08:00,2018-01-28 14:15:00,7,1,1,NA,NA,NA,4,5,5,1,1,0,31,4,3,1,1,2,0,"1",1," Mobile_waste e    ",2,1,1,0,"B","E",2," קרית ים","קרית ים","QIRYAT YAM",2,"קרית ים",1,1,1,"Haifa-Bay",5,5,7,6,6,5,5,6.5,5.5,5.66666666666667,16.74,5,5,5,6,6,5,5,5.5,5.5,5.33333333333333,37.219,"009",1,1,4,4,4,4,4,4,3.4,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.994,16.606,2.6386286663237,2.86823975303871,3.42100000895834,1,0,1,NA,NA,NA,1,5,5,3,3,3,6,5,6,5,"1 fake symbols","1 strong policy","0 control","0 weak policy",0,"","פרסום נכון",0.333333333333334
